candidate_id,rank,final_score,semantic_score,experience_score,behavioral_score,context_score,explanation
CID-0101,319,0.4772,0.0823,0.7049,0.8476,0.6572,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0347,320,0.4768,0.1496,0.5925,0.8768,0.6229,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0003,321,0.4766,0.1293,0.7623,0.6666,0.6733,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0191,322,0.476,0.1343,0.852,0.5688,0.6365,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0236,323,0.4759,0.1568,0.8595,0.5275,0.6189,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0105,324,0.4754,0.154,0.7827,0.7206,0.4937,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0274,325,0.4752,0.1028,0.7523,0.8409,0.5187,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0262,326,0.4748,0.0255,0.9764,0.7163,0.515,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0341,327,0.4748,0.1811,0.9032,0.5177,0.4868,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0365,328,0.4738,0.0922,0.8759,0.7243,0.487,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0304,329,0.4729,0.2166,0.6297,0.7968,0.4634,Limited direct skill match with JD. 3y experience (below 5-8y target range). highly active profile with recent updates.
CID-0497,330,0.4724,0.14,0.8899,0.5881,0.5084,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0118,331,0.4723,0.0987,0.753,0.5751,0.8637,Limited direct skill match with JD. 4y experience (below 5-8y target range). location match (Hyderabad).
CID-0019,332,0.4722,0.1566,0.5678,0.8628,0.6334,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0465,333,0.4719,0.141,0.8676,0.5304,0.6165,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0453,334,0.4699,0.0884,0.7457,0.621,0.8258,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0221,335,0.4698,0.1588,0.7154,0.6481,0.6521,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0215,336,0.4697,0.1191,0.8587,0.5371,0.6664,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0213,337,0.4692,0.1451,0.5469,0.7378,0.8461,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates. location match (Hyderabad).
CID-0108,338,0.4691,0.1223,0.9657,0.3965,0.6631,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0470,339,0.4689,0.116,0.7533,0.6746,0.6616,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0152,340,0.4687,0.12,0.8532,0.5106,0.702,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. location match (Remote — India).
CID-0053,341,0.4675,0.1507,0.92,0.4847,0.5349,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0009,342,0.4668,0.0617,0.9879,0.5877,0.5175,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0275,343,0.4665,0.1546,0.9764,0.438,0.4867,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0315,344,0.4664,0.1315,0.973,0.3501,0.6705,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0132,345,0.4663,0.0276,0.7327,0.9887,0.4958,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0247,346,0.466,0.0,0.8511,0.7837,0.6431,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0444,347,0.4655,0.0914,0.7769,0.5846,0.7856,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0396,348,0.4654,0.0564,0.7781,0.4917,1.0,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). location match (Remote — India)."
CID-0114,349,0.4653,0.1128,0.7025,0.8265,0.5285,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0031,350,0.4652,0.1409,0.8552,0.4684,0.6758,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. location match (Bengaluru).
CID-0451,351,0.4644,0.0961,0.8745,0.4315,0.8067,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0280,352,0.4643,0.2149,0.6651,0.6976,0.4837,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0361,353,0.464,0.1628,0.611,0.5879,0.8568,Limited direct skill match with JD. 1y experience (below 5-8y target range). location match (Pune).
CID-0219,354,0.4637,0.195,0.7671,0.4971,0.6298,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0371,355,0.4631,0.149,0.755,0.5758,0.6642,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0403,356,0.4627,0.2058,0.5811,0.7035,0.6296,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0130,357,0.462,0.1955,0.6483,0.6187,0.653,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0073,358,0.4617,0.0803,0.7674,0.7003,0.6508,Limited direct skill match with JD. 3y experience (below 5-8y target range). highly active profile with recent updates.
CID-0121,359,0.4617,0.1378,0.8815,0.386,0.7269,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). location match (Pune)."
CID-0417,360,0.4617,0.111,1.0,0.4752,0.4814,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0192,361,0.4612,0.0308,0.746,0.8154,0.6617,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0025,362,0.4611,0.1193,0.6994,0.8231,0.4928,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0061,363,0.4611,0.1203,0.7729,0.5038,0.7933,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0486,364,0.4611,0.0701,1.0,0.5815,0.4449,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0119,365,0.4609,0.1599,0.7069,0.598,0.6709,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0367,366,0.4607,0.137,0.8935,0.5533,0.4789,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0002,367,0.4599,0.1105,0.7301,0.5326,0.8447,Limited direct skill match with JD. 3y experience (below 5-8y target range). location match (Hyderabad).
CID-0026,368,0.4597,0.1484,0.7023,0.7657,0.4774,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0406,369,0.4597,0.0,1.0,0.6853,0.4846,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0410,370,0.4596,0.1659,0.7787,0.6026,0.5203,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0373,371,0.4592,0.1091,0.7647,0.6448,0.6364,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0471,372,0.459,0.1674,0.6532,0.5207,0.8309,Limited direct skill match with JD. 3y experience (below 5-8y target range). location match (Remote — India).
CID-0106,373,0.4583,0.0824,0.7144,0.7246,0.679,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0111,374,0.4583,0.1098,0.8284,0.4196,0.8224,Limited direct skill match with JD. 5y experience matches the 5-8y requirement. location match (Hyderabad).
CID-0349,375,0.4581,0.1155,0.7073,0.6668,0.6783,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). location match (Pune)."
CID-0429,376,0.457,0.0419,0.915,0.6657,0.522,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0441,377,0.457,0.0324,0.6759,0.8939,0.6417,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0270,378,0.4565,0.2267,0.5522,0.6615,0.6363,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority)."
CID-0094,379,0.4564,0.0362,0.9702,0.505,0.6557,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0125,380,0.4559,0.1221,0.8868,0.4378,0.6521,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0230,381,0.4554,0.192,0.7389,0.616,0.4713,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0291,382,0.4553,0.1587,0.707,0.716,0.4792,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0307,383,0.4531,0.2413,0.5569,0.7369,0.4662,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates.
CID-0055,384,0.453,0.2097,0.6291,0.5614,0.6639,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0380,385,0.4527,0.0227,0.989,0.3688,0.8173,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0278,386,0.4525,0.0951,0.629,0.9158,0.4935,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0333,387,0.4524,0.1654,0.55,0.7644,0.6388,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0080,388,0.4515,0.2155,0.4755,0.716,0.6881,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates.
CID-0008,389,0.451,0.2225,0.9777,0.2354,0.4697,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. low recent activity.
CID-0469,390,0.4506,0.0627,1.0,0.5011,0.5021,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0148,391,0.4504,0.1658,0.4633,0.7115,0.8398,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates. location match (Pune).
CID-0170,392,0.4504,0.112,0.7115,0.6036,0.7133,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). location match (Hyderabad)."
CID-0378,393,0.45,0.0628,0.8946,0.5271,0.6388,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0285,394,0.4499,0.1372,0.7665,0.6447,0.4963,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0323,395,0.4497,0.1341,0.4829,0.7657,0.8144,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates.
CID-0386,396,0.4497,0.0545,0.8655,0.5658,0.656,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0018,397,0.4496,0.1103,0.7745,0.6496,0.5464,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0414,398,0.4486,0.1431,0.7366,0.6626,0.4978,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0413,399,0.4484,0.0743,1.0,0.4747,0.4919,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0044,400,0.4473,0.0691,0.886,0.5126,0.6378,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0340,401,0.4471,0.1946,0.7286,0.5739,0.4819,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority)."
CID-0169,402,0.4469,0.0812,0.7589,0.6501,0.6311,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0359,403,0.4454,0.1345,0.732,0.5424,0.6677,Limited direct skill match with JD. 3y experience (below 5-8y target range). location match (Bengaluru).
CID-0372,404,0.445,0.1046,0.9055,0.4986,0.5137,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0388,405,0.4442,0.1367,0.4474,0.8805,0.677,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates. location match (Pune).
CID-0066,406,0.4441,0.2366,0.552,0.526,0.7086,Limited direct skill match with JD. 2y experience (below 5-8y target range). location match (Hyderabad).
CID-0418,407,0.4436,0.0418,0.6911,0.8825,0.5174,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0098,408,0.4435,0.1629,0.689,0.5547,0.6341,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0012,409,0.4429,0.1582,0.887,0.407,0.5096,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0227,410,0.4423,0.0936,0.7255,0.765,0.4696,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0202,411,0.4419,0.0815,0.4607,0.7241,0.9956,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates. location match (Remote — India).
CID-0328,412,0.4414,0.0382,0.8945,0.4779,0.7126,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority). location match (Bengaluru)."
CID-0391,413,0.4414,0.0165,0.8712,0.5907,0.6589,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0176,414,0.441,0.0376,0.845,0.5536,0.6932,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). location match (Pune)."
CID-0362,415,0.4403,0.058,0.9731,0.4839,0.5134,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0072,416,0.4402,0.0697,0.7031,0.813,0.4928,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0397,417,0.4402,0.2274,0.5898,0.5001,0.6782,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0217,418,0.4401,0.1464,0.5902,0.7808,0.5187,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0226,419,0.4399,0.146,0.5792,0.699,0.646,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority)."
CID-0366,420,0.4397,0.178,0.6073,0.6059,0.6366,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0306,421,0.4389,0.0782,0.5597,0.859,0.6396,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0062,422,0.4386,0.1482,0.7304,0.5934,0.52,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority)."
CID-0256,423,0.4378,0.32,0.4734,0.5922,0.487,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0432,424,0.4372,0.1508,0.7261,0.3878,0.785,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0020,425,0.4366,0.1825,0.6887,0.4586,0.665,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0322,426,0.4355,0.0516,0.9712,0.3898,0.6274,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0489,427,0.4354,0.0595,0.6788,0.7335,0.6348,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0063,428,0.4346,0.2222,0.6851,0.4745,0.5305,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority)."
CID-0210,429,0.4335,0.1452,0.8704,0.2942,0.6601,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. low recent activity.
CID-0271,430,0.4328,0.0178,0.5843,0.7843,0.8186,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0208,431,0.4315,0.1028,0.7383,0.5532,0.6347,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0077,432,0.4305,0.2254,0.5884,0.4487,0.69,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0017,433,0.4304,0.1089,0.5511,0.8667,0.5051,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0383,434,0.4303,0.0,1.0,0.4941,0.5435,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0485,435,0.4279,0.067,0.697,0.7606,0.4979,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0233,436,0.4276,0.1707,0.4514,0.5707,0.8819,Limited direct skill match with JD. 1y experience (below 5-8y target range). location match (Pune).
CID-0112,437,0.4275,0.0705,0.7426,0.4855,0.7767,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0140,438,0.4268,0.2421,0.6196,0.5138,0.4819,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0028,439,0.4262,0.0667,0.8942,0.5131,0.489,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0495,440,0.4253,0.1613,0.7187,0.5295,0.5013,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0431,441,0.4252,0.0155,0.9957,0.2444,0.8083,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. low recent activity.
CID-0474,442,0.4244,0.1044,0.6127,0.6502,0.6627,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0153,443,0.423,0.1919,0.6478,0.4459,0.634,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority)."
CID-0337,444,0.4226,0.1152,0.6835,0.5546,0.6312,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority)."
CID-0277,445,0.4224,0.1338,0.7197,0.6085,0.4483,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0167,446,0.4208,0.1995,0.7328,0.3116,0.6362,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0229,447,0.4178,0.1078,0.7949,0.5134,0.4884,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0407,448,0.4176,0.1624,0.5831,0.5406,0.6585,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority)."
CID-0187,449,0.4172,0.0598,0.8068,0.4878,0.6267,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0099,450,0.4169,0.1228,0.6039,0.5964,0.65,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority)."
CID-0102,451,0.4157,0.1773,0.5683,0.5167,0.6622,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0023,452,0.4152,0.197,0.4634,0.6017,0.6679,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0437,453,0.4149,0.1101,0.5605,0.6714,0.6429,"Limited direct skill match with JD. 19y experience (exceeds requirement, strong seniority)."
CID-0081,454,0.4147,0.1322,0.5389,0.6394,0.6617,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). location match (Hyderabad)."
CID-0234,455,0.4134,0.2007,0.7695,0.2263,0.6369,Limited direct skill match with JD. 4y experience (below 5-8y target range). low recent activity.
CID-0076,456,0.4126,0.0706,0.8657,0.3694,0.6272,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0283,457,0.4125,0.1315,0.7725,0.471,0.4836,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0189,458,0.4123,0.1199,0.7736,0.4812,0.4978,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0479,459,0.4107,0.0542,0.7744,0.3781,0.7987,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0142,460,0.4102,0.2796,0.5499,0.4061,0.5313,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0123,461,0.4101,0.0252,0.8722,0.5246,0.5138,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0324,462,0.4092,0.205,0.5738,0.5311,0.5169,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0415,463,0.4058,0.0994,0.764,0.5063,0.492,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0343,464,0.4047,0.027,0.5985,0.7178,0.6716,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0258,465,0.4043,0.0471,0.8883,0.3199,0.6624,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0158,466,0.404,0.1231,0.5832,0.5601,0.6464,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0468,467,0.4034,0.0948,0.7746,0.5212,0.4504,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0244,468,0.402,0.0487,0.7208,0.5094,0.6694,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0155,469,0.4002,0.0966,0.5621,0.5914,0.6848,Limited direct skill match with JD. 1y experience (below 5-8y target range). location match (Hyderabad).
CID-0334,470,0.3987,0.0303,0.7679,0.4954,0.6368,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0042,471,0.3974,0.1068,0.5741,0.5462,0.6797,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0209,472,0.397,0.0476,0.7564,0.5845,0.4798,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0231,473,0.3967,0.0279,0.8479,0.5161,0.4688,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0401,474,0.3956,0.0569,0.5758,0.5647,0.7732,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0308,475,0.3932,0.086,0.5943,0.5719,0.6388,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0289,476,0.3899,0.1088,0.4458,0.7019,0.6304,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates.
CID-0424,477,0.3869,0.0893,0.6626,0.4399,0.65,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0321,478,0.3854,0.1277,0.6436,0.5029,0.4853,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0350,479,0.3853,0.1487,0.4358,0.4766,0.8106,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0052,480,0.3835,0.0381,0.5812,0.6243,0.654,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0143,481,0.3815,0.1158,0.4317,0.6643,0.6294,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0272,482,0.3793,0.1231,0.6445,0.1975,0.8631,Limited direct skill match with JD. 3y experience (below 5-8y target range). low recent activity. location match (Pune).
CID-0273,483,0.3785,0.0455,0.7682,0.3566,0.6465,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0295,484,0.3782,0.1715,0.4775,0.5932,0.4774,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0384,485,0.3776,0.021,0.5806,0.5332,0.7825,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0335,486,0.3759,0.1095,0.5856,0.5698,0.4782,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0433,487,0.3713,0.043,0.5739,0.5808,0.6298,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0175,488,0.3708,0.0421,0.7205,0.4856,0.5114,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0116,489,0.3692,0.0977,0.5877,0.4156,0.6674,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0057,490,0.3632,0.0564,0.6493,0.5169,0.4993,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority)."
CID-0013,491,0.3631,0.0593,0.4457,0.6446,0.66,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0382,492,0.3625,0.0511,0.6567,0.5029,0.5155,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0264,493,0.3582,0.1244,0.577,0.4469,0.4984,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0138,494,0.3573,0.1001,0.5722,0.5158,0.4738,Limited direct skill match with JD. 2y experience (below 5-8y target range).
CID-0483,495,0.3572,0.0578,0.7824,0.3373,0.4737,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority)."
CID-0059,496,0.3565,0.0216,0.5631,0.6529,0.5101,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority)."
CID-0435,497,0.3475,0.1462,0.4569,0.4972,0.5021,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0374,498,0.3286,0.1247,0.4598,0.4482,0.4939,Limited direct skill match with JD. 1y experience (below 5-8y target range).
CID-0400,499,0.318,0.1463,0.4833,0.2058,0.6498,Limited direct skill match with JD. 2y experience (below 5-8y target range). low recent activity.
CID-0357,500,0.2683,0.0542,0.4743,0.2969,0.4576,Limited direct skill match with JD. 2y experience (below 5-8y target range). low recent activity.
